title,revenue,budget,genres,release_date,original_language,profit
Monster's Ball,44909486,4000000,"Drama, Romance",6/7/2001,en,40909486
Operation Finale,17506878,24000000,"Drama, History, Thriller",8/29/2018,en,-6493122
The Peacemaker,110463140,50000000,"Action, Thriller",9/26/1997,en,60463140
The Gunman,13644292,40000000,"Action, Drama, Crime",2/16/2015,en,-26355708
Enemy Mine,12303411,40000000,"Drama, Science Fiction",12/12/1985,en,-27696589
K-9,78247647,17000000,"Action, Comedy, Crime",4/28/1989,en,61247647
The Three Musketeers,53898845,30000000,"Action, Adventure, Comedy",11/11/1993,en,23898845
How High,31155435,12000000,Comedy,12/21/2001,en,19155435
Diary of a Wimpy Kid: Dog Days,76196538,22000000,"Comedy, Family",8/2/2012,en,54196538
Trust,120000,9500000,"Crime, Drama, Thriller",9/10/2010,en,-9380000
Whiskey Tango Foxtrot,23083334,35000000,"Comedy, Drama, War",3/4/2016,en,-11916666
"See No Evil, Hear No Evil",46908987,18000000,"Comedy, Crime",5/12/1989,en,28908987
Prince of Darkness,14182492,3000000,Horror,10/23/1987,en,11182492
Jeepers Creepers: Reborn,6175213,5000000,"Horror, Thriller, Mystery",9/15/2022,en,1175213
Loving,8996802,9000000,"Drama, Romance",11/4/2016,en,-3198
The 33,24902723,25000000,"Drama, History",8/6/2015,en,-97277
The Grapes of Wrath,1591000,800000,Drama,3/15/1940,en,791000
The Rover,2510007,12250000,"Crime, Drama",6/4/2014,en,-9739993
Bedknobs and Broomsticks,17900000,20000000,"Adventure, Fantasy, Comedy, Family, Music, Animation",10/7/1971,en,-2100000
The Kid,110317580,65000000,"Fantasy, Comedy, Family",7/7/2000,en,45317580
Overdrive,11247280,28210303,"Thriller, Action, Mystery",6/16/2017,en,-16963023
Crimes of the Future,4400000,27000000,"Horror, Science Fiction",5/25/2022,en,-22600000
Flash Gordon,27107960,35000000,"Science Fiction, Adventure, Action",9/1/1980,en,-7892040
The Hustler,7600000,2000000,"Drama, Romance",9/25/1961,en,5600000
I Spy,51386477,70000000,"Action, Adventure, Comedy, Thriller",10/31/2002,en,-18613523
¡Three Amigos!,39200000,25000000,"Comedy, Western",12/12/1986,en,14200000
The Whole Ten Yards,26155781,40000000,"Comedy, Thriller, Crime",4/7/2004,en,-13844219
Dragged Across Concrete,660132,15000000,"Crime, Action, Thriller",9/3/2018,en,-14339868
A Very Harold & Kumar Christmas,36192775,19000000,Comedy,11/4/2011,en,17192775
The Brave One,69766619,70000000,"Crime, Drama, Thriller",9/12/2007,en,-233381
Gunpowder Milkshake,1015760,30000000,"Action, Crime, Thriller",7/14/2021,en,-28984240
Ben Is Back,12616995,13000000,Drama,12/5/2018,en,-383005
Fahrenheit 451,2000000,1500000,"Drama, Science Fiction",9/7/1966,en,500000
Red State,1104682,4000000,"Horror, Action, Thriller",8/19/2011,en,-2895318
The 355,55700000,75000000,"Action, Thriller",1/5/2022,en,-19300000
Joe,2365467,4000000,Drama,5/16/2013,en,-1634533
The Sitter,34942188,25000000,Comedy,12/9/2011,en,9942188
Anatomy of a Murder,8000000,2000000,"Crime, Drama, Mystery",7/1/1959,en,6000000
The Good Son,60613008,17000000,"Thriller, Drama",9/24/1993,en,43613008
Deconstructing Harry,10686841,20000000,"Comedy, Drama",12/12/1997,en,-9313159
Gentlemen Prefer Blondes,5300000,2300000,"Comedy, Romance",7/14/1953,en,3000000
The Squid and the Whale,11098131,1500000,"Comedy, Drama",10/5/2005,en,9598131
Jason Goes to Hell: The Final Friday,15938065,3000000,Horror,8/13/1993,en,12938065
A Walk in the Clouds,50012507,20000000,"Drama, Romance",5/27/1995,en,30012507
Firewall,82800000,45000000,"Action, Crime, Thriller",2/8/2006,en,37800000
Heist,4100000,8900000,"Action, Crime, Thriller",11/13/2015,en,-4800000
THX 1138,2437000,777000,"Science Fiction, Action, Drama",3/11/1971,en,1660000
Dick Tracy,103738726,47000000,"Adventure, Comedy, Crime",4/5/1990,en,56738726
Perfect Stranger,73090611,60795000,"Thriller, Crime, Mystery",4/11/2007,en,12295611
The African Queen,10750000,1000000,"Romance, Adventure",1/7/1952,en,9750000
Inside Job,7871522,2000000,Documentary,10/8/2010,en,5871522
Cake,2360281,7000000,Drama,9/7/2014,en,-4639719
See How They Run,21921551,40000000,"Mystery, Comedy, Thriller",9/9/2022,en,-18078449
The Hitcher,25399945,10000000,"Horror, Crime, Thriller",1/19/2007,en,15399945
Pawn Sacrifice,5578519,19000000,"Thriller, Drama",9/16/2015,en,-13421481
The Longest Day,50100000,10000000,"War, Action, Drama",9/25/1962,en,40100000
Copycat,32000000,20000000,"Thriller, Crime, Mystery",10/27/1995,en,12000000
The House,34200000,40000000,Comedy,6/29/2017,en,-5800000
The Family Stone,92884429,19000000,"Comedy, Drama, Romance",12/15/2005,en,73884429
The War with Grandpa,43387445,18000000,"Comedy, Family",8/27/2020,en,25387445
Hart's War,32287044,70000000,"Drama, War",2/15/2002,en,-37712956
Draft Day,28831145,25000000,Drama,4/11/2014,en,3831145
The Muppet Christmas Carol,27281507,12000000,"Music, Comedy, Family, Fantasy, Drama",12/10/1992,en,15281507
Critters,13167232,2000000,"Comedy, Horror, Science Fiction",4/11/1986,en,11167232
Ice Princess,27645491,25000000,"Family, Drama, Comedy",3/17/2005,en,2645491
The Bride of Frankenstein,2000000,393750,"Drama, Horror, Science Fiction",4/20/1935,en,1606250
Ticket to Paradise,168763270,20000000,"Comedy, Romance",9/8/2022,en,148763270
The Astronaut's Wife,19598588,75000000,"Drama, Science Fiction, Thriller",8/27/1999,en,-55401412
The Replacements,50054511,50000000,Comedy,8/11/2000,en,54511
Hot Tub Time Machine 2,64780213,36000000,Comedy,2/20/2015,en,28780213
Marry Me,44000000,23000000,"Romance, Comedy, Music",2/9/2022,en,21000000
Working Girl,103173635,28000000,"Comedy, Romance, Drama",12/20/1988,en,75173635
Straw Dogs,3251794,2200000,"Drama, Thriller",12/23/1971,en,1051794
Winnie the Pooh: Blood and Honey,5200000,100000,"Horror, Thriller",1/27/2023,en,5100000
Bird on a Wire,138700000,20000000,"Action, Adventure, Comedy, Romance",5/18/1990,en,118700000
Brooklyn's Finest,45719985,17000000,"Crime, Drama, Thriller",3/4/2010,en,28719985
Guess Who,103121466,35000000,"Comedy, Romance",3/25/2005,en,68121466
The Cave,33296457,30000000,"Action, Adventure, Horror, Thriller",8/26/2005,en,3296457
Searching for Sugar Man,3696196,1000000,"Music, Documentary",6/30/2012,en,2696196
God's Not Dead,29789000,17000000,Drama,3/21/2014,en,12789000
The Rocketeer,46704056,42000000,"Action, Adventure, Science Fiction, Family",6/21/1991,en,4704056
New York Minute,21289826,30000000,Comedy,5/7/2004,en,-8710174
Wag the Dog,64256513,15000000,"Comedy, Drama",12/25/1997,en,49256513
Killer Klowns from Outer Space,43625095,1800000,"Comedy, Horror, Science Fiction",5/27/1988,en,41825095
The Tale of Despereaux,86947965,60000000,"Adventure, Animation, Family",12/18/2008,en,26947965
Cradle 2 the Grave,56489558,25000000,"Action, Crime, Drama",2/28/2003,en,31489558
Bulletproof Monk,37713879,52000000,"Action, Comedy, Fantasy",3/28/2003,en,-14286121
2010,40400657,28000000,"Thriller, Science Fiction",12/6/1984,en,12400657
Antebellum,7060384,15000000,Horror,9/2/2020,en,-7939616
Logan's Run,25000000,9000000,"Action, Science Fiction",6/23/1976,en,16000000
Forbidden Planet,3250000,1900000,"Science Fiction, Adventure",3/23/1956,en,1350000
The Wall,4500000,3000000,"War, Thriller, Drama",5/12/2017,en,1500000
Knights of the Zodiac,6794519,60000000,"Fantasy, Action, Adventure",4/27/2023,en,-53205481
Man of Tai Chi,2054941,25000000,"Action, Drama",7/4/2013,en,-22945059
Aftermath,840809,10500000,"Drama, Thriller",2/28/2017,en,-9659191
Jimmy Neutron: Boy Genius,80936232,25000000,"Family, Action, Adventure, Animation, Comedy, Science Fiction",12/21/2001,en,55936232
Executive Decision,121969216,55000000,"Action, Adventure, Drama, Thriller",3/15/1996,en,66969216
The Inbetweeners Movie,88823111,4478250,Comedy,8/19/2011,en,84344861
Valiant,61746888,35000000,"Family, Animation, Adventure, Comedy, War",3/25/2005,en,26746888
Don't Say a Word,100020092,50000000,"Thriller, Mystery",9/28/2001,en,50020092
Young Guns,44726644,13000000,"Western, Crime, Action, Adventure",2/17/1988,en,31726644
Coneheads,21274717,33000000,"Comedy, Science Fiction, Family",7/23/1993,en,-11725283
Confessions of a Teenage Drama Queen,29331068,15000000,Comedy,2/17/2004,en,14331068
Passengers,2000000,25000000,"Drama, Mystery, Thriller, Romance",9/26/2008,en,-23000000
Heavenly Creatures,3049135,5000000,"Drama, Fantasy",9/12/1994,en,-1950865
This Is It,261200000,60000000,"Music, Documentary",10/28/2009,en,201200000
Asteroid City,47281670,25000000,"Comedy, Drama",6/8/2023,en,22281670
Deuce Bigalow: European Gigolo,22400154,22000000,Comedy,8/12/2005,en,400154
Bernie,9206470,5000000,"Comedy, Crime, Drama",4/27/2012,en,4206470
The Towering Inferno,116000000,14000000,"Action, Drama, Thriller",12/14/1974,en,102000000
Everything You Always Wanted to Know About Sex *But Were Afraid to Ask,18016290,2000000,Comedy,8/6/1972,en,16016290
The General's Daughter,149705852,60000000,"Thriller, Mystery, Drama, Crime",6/18/1999,en,89705852
S1m0ne,19576023,10000000,"Science Fiction, Comedy, Drama",8/23/2002,en,9576023
Breakdown,50159144,36000000,"Crime, Drama, Mystery, Thriller",5/2/1997,en,14159144
Escape to Victory,27453418,10000000,"Drama, War",6/17/1981,en,17453418
My Left Foot: The Story of Christy Brown,14743391,645180,Drama,4/7/1989,en,14098211
Wolf,131002597,70000000,"Fantasy, Drama, Horror, Romance",6/17/1994,en,61002597
Bound,7011317,4500000,"Drama, Thriller",9/13/1996,en,2511317
Courage Under Fire,100860818,46000000,"Drama, Thriller, Mystery, War",7/4/1996,en,54860818
Session 9,1612259,1500000,"Horror, Mystery",8/10/2001,en,112259
Quiz Show,24822619,31000000,"History, Drama, Mystery",8/25/1994,en,-6177381
Get Rich or Die Tryin',46442528,40000000,"Drama, Crime, Music",11/9/2005,en,6442528
A Man Apart,44350926,36000000,"Action, Drama",4/4/2003,en,8350926
Conquest of the Planet of the Apes,9700000,1700000,"Action, Science Fiction",6/29/1972,en,8000000
Moonstruck,80640528,15000000,"Comedy, Drama, Romance",12/16/1987,en,65640528
Heartbreakers,57756408,35000000,"Comedy, Romance, Crime",3/23/2001,en,22756408
Hotel for Dogs,117000198,35000000,"Comedy, Family",1/16/2009,en,82000198
Yogi Bear,203509374,80000000,"Comedy, Family, Animation, Adventure",12/17/2010,en,123509374
Jeepers Creepers 3,4017852,6200000,"Horror, Mystery, Thriller",9/26/2017,en,-2182148
A Night at the Roxbury,30331165,17000000,"Comedy, Music, Romance",10/1/1998,en,13331165
The Seven Year Itch,12000000,1800000,"Comedy, Romance",6/3/1955,en,10200000
The Legend of Bagger Vance,39459427,80000000,"Drama, Fantasy",11/2/2000,en,-40540573
The Hand that Rocks the Cradle,88036683,11700000,"Drama, Thriller",1/10/1992,en,76336683
Bill & Ted Face the Music,6274027,25000000,"Comedy, Science Fiction, Adventure",8/27/2020,en,-18725973
License to Wed,69307224,35000000,Comedy,7/4/2007,en,34307224
Stripes,85300000,10000000,"Action, Comedy",6/26/1981,en,75300000
The Vault,8804000,15000000,Action,3/4/2021,en,-6196000
Under Siege 2: Dark Territory,104324083,60000000,"Action, Thriller",7/13/1995,en,44324083
Black Snake Moan,10907485,15000000,Drama,12/31/2006,en,-4092515
Big Stan,8742330,7500000,"Comedy, Crime",11/3/2007,en,1242330
Chariots of Fire,58972904,5500000,"Drama, History",5/15/1981,en,53472904
Sneakers,105232691,23000000,"Comedy, Crime, Drama",9/9/1992,en,82232691
The Debt,45636368,20000000,"Drama, Thriller",9/30/2010,en,25636368
Be Cool,95226116,53000000,"Comedy, Crime",3/4/2005,en,42226116
Frenzy,12600000,3500000,"Crime, Thriller, Horror, Comedy",5/25/1972,en,9100000
The River Wild,94216343,45000000,"Adventure, Thriller",9/30/1994,en,49216343
Pride and Glory,31200557,30000000,"Crime, Drama, Mystery, Thriller",9/9/2008,en,1200557
The Cold Light of Day,16863583,20000000,"Action, Thriller, Mystery",4/4/2012,en,-3136417
Willy's Wonderland,431020,5000000,"Action, Horror, Comedy",2/12/2021,en,-4568980
Untraceable,52659594,35000000,Thriller,1/22/2008,en,17659594
"I Love You, Beth Cooper",15345201,18000000,"Comedy, Romance",7/10/2009,en,-2654799
Masters of the Universe,17336370,22000000,"Action, Fantasy, Science Fiction, Adventure, Thriller",8/7/1987,en,-4663630
The Stepfather,31198531,20000000,"Horror, Thriller",10/16/2009,en,11198531
Mickey's Christmas Carol,21000000,3000000,"Family, Animation",10/19/1983,en,18000000
Notes on a Scandal,49814392,15000000,"Drama, Romance",12/25/2006,en,34814392
Sudden Impact,150000000,22000000,"Thriller, Crime, Action",12/8/1983,en,128000000
An Inconvenient Truth,46243000,1000000,Documentary,5/24/2006,en,45243000
Dressed to Kill,31899000,6500000,"Thriller, Mystery",7/25/1980,en,25399000
Song to Song,1710528,10000000,"Romance, Drama, Music",3/17/2017,en,-8289472
Grosse Pointe Blank,31070412,15000000,"Action, Comedy, Thriller, Romance",4/11/1997,en,16070412
The Hitcher,5844868,6000000,"Horror, Action, Thriller",1/17/1986,en,-155132
"sex, lies, and videotape",24741667,1200000,Drama,8/4/1989,en,23541667
Battle for the Planet of the Apes,8844595,1700000,"Action, Science Fiction",6/15/1973,en,7144595
Casualties of War,18671317,22500000,"Drama, History, War",8/18/1989,en,-3828683
The Adventures of Baron Munchausen,8083123,46630000,"Adventure, Comedy, Fantasy",12/7/1988,en,-38546877
A Simple Plan,16316273,30000000,"Crime, Drama, Thriller",12/11/1998,en,-13683727
The Informant!,41771168,22000000,"Drama, Comedy, Crime",9/18/2009,en,19771168
Think Like a Man,96070507,12000000,"Comedy, Romance",4/20/2012,en,84070507
Spellbound,7000000,1500000,"Thriller, Mystery, Romance, Drama",11/8/1945,en,5500000
The Poseidon Adventure,84563118,5000000,"Adventure, Thriller, Action",12/13/1972,en,79563118
Raise Your Voice,14867514,15000000,"Music, Drama, Romance, Family",8/10/2004,en,-132486
The Beaver,970816,21000000,Drama,5/5/2011,en,-20029184
Where Eagles Dare,21000000,7700000,"Action, Adventure, War",12/4/1968,en,13300000
Cop Car,143658,5000000,Thriller,1/24/2015,en,-4856342
Night on Earth,2015810,3500000,"Comedy, Drama",12/12/1991,en,-1484190
Half Nelson,4911725,700000,Drama,8/11/2006,en,4211725
Paranoia,17056265,35000000,"Drama, Thriller",8/14/2013,en,-17943735
Congo,152022101,50000000,"Action, Adventure, Science Fiction",6/9/1995,en,102022101
On the Road,8784318,25000000,"Adventure, Drama",5/22/2012,en,-16215682
Flight of the Phoenix,21009180,45000000,"Action, Adventure, Drama, Thriller",12/17/2004,en,-23990820
The Dilemma,67112664,70000000,"Comedy, Drama",1/13/2011,en,-2887336
House on Haunted Hill,40846082,37000000,Horror,10/29/1999,en,3846082
The Mighty Ducks,50752337,10000000,"Comedy, Family, Drama",10/2/1992,en,40752337
Winnie the Pooh,14460000,30000000,"Animation, Family, Adventure",4/6/2011,en,-15540000
The Enforcer,46236000,9000000,"Crime, Action",12/16/1976,en,37236000
Buffalo '66,2375097,1500000,"Drama, Romance, Comedy",1/20/1998,en,875097
Dragonfly,52322400,60000000,"Thriller, Fantasy",2/22/2002,en,-7677600
The Hills Have Eyes,25000000,230000,Horror,7/22/1977,en,24770000
Last Man Standing,47267001,67000000,"Crime, Action, Western",9/20/1996,en,-19732999
Sophie's Choice,30036000,12000000,"Drama, Romance, War",12/8/1982,en,18036000
Monster Trucks,64493915,125000000,"Action, Comedy, Science Fiction",12/21/2016,en,-60506085
Kill the Messenger,5218973,5000000,"Crime, Drama, Mystery, Thriller",10/9/2014,en,218973
Love and Death,20173742,3000000,"Comedy, War",6/10/1975,en,17173742
Batman,3900000,1377800,"Action, Comedy, Crime",7/30/1966,en,2522200
Crimes and Misdemeanors,18254702,19000000,"Comedy, Drama",10/13/1989,en,-745298
Porky's,125728258,4000000,Comedy,11/13/1981,en,121728258
Missing Link,26565710,100000000,"Family, Animation, Comedy, Adventure, Fantasy",4/4/2019,en,-73434290
Two Lovers,16303643,9800000,"Drama, Romance",11/19/2008,en,6503643
"20,000 Leagues Under the Sea",28200000,5000000,"Adventure, Drama, Family, Science Fiction",12/23/1954,en,23200000
The Lords of Salem,1165882,1500000,"Horror, Thriller",2/26/2013,en,-334118
Arbitrage,35485056,12000000,"Drama, Thriller",9/14/2012,en,23485056
"Yours, Mine & Ours",72028752,45000000,"Comedy, Family, Romance",11/23/2005,en,27028752
Two Brothers,62172050,74500000,"Adventure, Drama, Family",4/7/2004,en,-12327950
Planes: Fire & Rescue,151165787,50000000,"Animation, Comedy, Adventure, Family",7/17/2014,en,101165787
Fred Claus,97838349,100000000,"Action, Comedy, Drama",11/9/2007,en,-2161651
Dead Ringers,8038508,13000000,"Thriller, Horror",9/23/1988,en,-4961492
Jane Got a Gun,1397284,25000000,"Western, Action, Drama",12/31/2015,en,-23602716
The Lord of the Rings,30471420,4000000,"Adventure, Animation, Fantasy",11/15/1978,en,26471420
The Right Stuff,21500000,27000000,"Drama, History, Adventure",10/20/1983,en,-5500000
Kingpin,25023434,27000000,Comedy,7/4/1996,en,-1976566
Police Academy: Mission to Moscow,126247,10000000,"Comedy, Crime",6/9/1994,en,-9873753
American Honey,2290649,3500000,Drama,9/30/2016,en,-1209351
The Blob,8247943,19000000,"Horror, Science Fiction, Mystery",8/5/1988,en,-10752057
Highlander II: The Quickening,15556340,30000000,"Fantasy, Science Fiction",1/13/1991,en,-14443660
Return of the Living Dead III,54207,2000000,"Horror, Comedy, Science Fiction",10/1/1993,en,-1945793
A Girl Walks Home Alone at Night,395000,1000000,"Horror, Romance",11/21/2014,en,-605000
National Lampoon's European Vacation,49364621,17000000,"Adventure, Comedy, Romance",7/25/1985,en,32364621
Risen,46069568,20000000,"Action, History, Adventure, Drama",2/18/2016,en,26069568
Hard Eight,222559,3000000,"Drama, Crime",2/28/1997,en,-2777441
Another 48 Hrs.,153518974,38000000,"Thriller, Action, Comedy, Crime, Drama",6/8/1990,en,115518974
Byzantium,89237,10000000,"Drama, Fantasy, Thriller",9/9/2012,en,-9910763
Police Academy 6: City Under Siege,33200000,15000000,"Comedy, Crime",3/9/1989,en,18200000
The Immigrant,5867686,16000000,"Drama, Romance",11/27/2013,en,-10132314
Holmes & Watson,40462793,42000000,"Mystery, Adventure, Comedy, Crime",12/25/2018,en,-1537207
Black and Blue,22741061,12000000,"Action, Crime, Drama, Thriller",10/25/2019,en,10741061
Under the Tuscan Sun,58878723,18000000,"Romance, Comedy",9/20/2003,en,40878723
Fish Tank,2404300,3000000,Drama,9/11/2009,en,-595700
Assassination Nation,2900000,7000000,"Thriller, Horror, Comedy",9/21/2018,en,-4100000
Bad Lieutenant,2019469,1000000,"Crime, Drama",11/20/1992,en,1019469
Bowfinger,98625775,55000000,Comedy,8/12/1999,en,43625775
Control,8159508,5000000,Drama,10/5/2007,en,3159508
Overboard,26713187,22000000,"Comedy, Romance",12/16/1987,en,4713187
Night of the Living Dead,5835247,4200000,Horror,10/19/1990,en,1635247
Dog Soldiers,3537283,2000000,"Horror, Action, Thriller",5/10/2002,en,1537283
King Kong,90614445,23000000,"Adventure, Fantasy",9/8/1976,en,67614445
Starman,28744356,22000000,"Science Fiction, Romance, Drama",12/13/1984,en,6744356
Kin,10023153,30000000,"Science Fiction, Action, Adventure, Thriller",8/29/2018,en,-19976847
